Материнская плата ASUS PRIME B460M-A ,8990, https://www.citilink.ru/product/materinskaya-plata-asus-prime-b460m-a-soc-1200-intel-b460-4xddr4-matx-1387889/ , https://cdn.citilink.ru/fiEwP1Wuy3bwYXtsVLxK34fHJm_MbEhtRKx9mnPFe3c/fit/400/400/ce/false/plain/items/1387889_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B460|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB460
Материнская плата ASROCK B550 PHANTOM GAMING 4 ,9050, https://www.citilink.ru/product/materinskaya-plata-asrock-b550-phantom-gaming-4-soc-am4-amd-b550-4xddr-1395308/ , https://cdn.citilink.ru/KiQTxGWW-HJ6lwwX-jQXSELujf7cU-SH4rtHkKd07-8/fit/400/400/ce/false/plain/items/1395308_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата Gigabyte B550I AORUS PRO AX(восстановленный) ,9090, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550i-aorus-pro-ax-socketam4-amd-b550-mini-M00216843/ , https://cdn.citilink.ru/tFIL1aY27AljrItJTGuFPCBQEX6pNjXKVv2DcuFx1hc/fit/400/400/ce/false/plain/items/1396922_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 2|Форм-фактор | mini-ITX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK B460M STEEL LEGEND ,9190, https://www.citilink.ru/product/materinskaya-plata-asrock-b460m-steel-legend-soc-1200-intel-b460-4xddr-1480464/ , https://cdn.citilink.ru/heQ-TfOgZA33Pc2SDBFXqINz_IeYNh1-n10nBmtBsrA/fit/400/400/ce/false/plain/items/1480464_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B460|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB460
Материнская плата ASROCK B560M-ITX/AC ,9490, https://www.citilink.ru/product/materinskaya-plata-asrock-b560m-itx-ac-soc-1200-intel-b560-2xddr4-mini-1485304/ , https://cdn.citilink.ru/jI_79-jpKDjPotch2uYJ67xD-iHmLR4YIfQ0iVY20Eo/fit/400/400/ce/false/plain/items/1485304_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 2|Форм-фактор | mini-ITX|Тип поставки | Ret| ,IntelB560
Материнская плата ASROCK B560 PRO4 ,9590, https://www.citilink.ru/product/materinskaya-plata-asrock-b560-pro4-lga-1200-intel-b560-atx-ret-1478002/ , https://cdn.citilink.ru/ZKxat-75TEkapsTlKO2vYlrE3Os8ac5YRBJKNfJNcYs/fit/400/400/ce/false/plain/items/1478002_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASROCK H570M PRO4 ,9590, https://www.citilink.ru/product/materinskaya-plata-asrock-h570m-pro4-soc-1200-intel-h570-4xddr4-matx-a-1485311/ , https://cdn.citilink.ru/C62Gj5sZHi-iHatICg13FifuX3mUc7xxtrtOvEr_tyQ/fit/400/400/ce/false/plain/items/1485311_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel H570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelH570
Материнская плата MSI MAG B550M BAZOOKA ,9810, https://www.citilink.ru/product/materinskaya-plata-msi-mag-b550m-bazooka-soc-am4-amd-b550-4xddr4-matx-1412788/ , https://cdn.citilink.ru/sBKtCL76Kkq5wi5PquCOKfr4cCHauPIp8BoIncbIRIQ/fit/400/400/ce/false/plain/items/1412788_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,AMDB550
Материнская плата Gigabyte B550 GAMING X V2 ,9940, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550-gaming-x-v2-soc-am4-amd-b550-4xddr4-a-1621477/ , https://cdn.citilink.ru/zBHw05b_t5bjxuyTEGljqUxsiyZWTdKQDMiXeaZCGEc/fit/400/400/ce/false/plain/items/1621477_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS TUF GAMING B450M-PRO S ,10100, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b450m-pro-s-soc-am4-amd-b450-4xddr4-1408135/ , https://cdn.citilink.ru/EOedYDTAky79FmaG9cDID4brcz11NiMkrNgb3lMTnrk/fit/400/400/ce/false/plain/items/1408135_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B450|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2666 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,AMDB450
Материнская плата ASROCK B560M STEEL LEGEND ,10290, https://www.citilink.ru/product/materinskaya-plata-asrock-b560m-steel-legend-soc-1200-intel-b560-4xddr-1490702/ , https://cdn.citilink.ru/Eqjx83-gRM1DySY8JUELMhs79rhnGmaKUUPVflvV2AM/fit/400/400/ce/false/plain/items/1490702_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB560
Материнская плата MSI B460M PRO-VDH WIFI ,10340, https://www.citilink.ru/product/materinskaya-plata-msi-b460m-pro-vdh-wifi-soc-1200-intel-b460-4xddr4-m-1401009/ , https://cdn.citilink.ru/oOAB2zu8x8qX4ZyZMuxsWzQpqw1GnTmWns1EPfnwxJ8/fit/400/400/ce/false/plain/items/1401009_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B460|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB460
Материнская плата Gigabyte B550M AORUS PRO-P ,10360, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550m-aorus-pro-p-socketam4-amd-b550-matx-1440089/ , https://cdn.citilink.ru/Gy-15-njf-t3OQrig2DKQXQFPxR9kzk4R9_arQKLj-s/fit/400/400/ce/false/plain/items/1440089_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS PRIME B560M-A ,10390, https://www.citilink.ru/product/materinskaya-plata-asus-prime-b560m-a-soc-1200-intel-b560-4xddr4-matx-1494271/ , https://cdn.citilink.ru/IZSGuSukXPL5tLac1f7CxA1azs82fm5nhK2dvLmKCoE/fit/400/400/ce/false/plain/items/1494271_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASUS TUF GAMING Z490-PLUS (WI-FI)(Б/У) ,10393, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-z490-plus-wi-fi-soc-1200-intel-z490-M00215145/ , https://cdn.citilink.ru/CWEmwRX1tklFmCHnyXVASN7bKcAaPu2otNGWWDUtbbI/fit/400/400/ce/false/plain/items/1375135_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z490|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2666 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ490
Материнская плата ASROCK B460 STEEL LEGEND ,10440, https://www.citilink.ru/product/materinskaya-plata-asrock-b460-steel-legend-lga-1200-intel-b460-atx-re-1478004/ , https://cdn.citilink.ru/bdQ4nWCdMvg2Jt0im7J7SYX44t8Dbg7ZDas1D5zF_QU/fit/400/400/ce/false/plain/items/1478004_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B460|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB460
Материнская плата Gigabyte B560M AORUS PRO ,10590, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b560m-aorus-pro-soc-1200-intel-b560-4xddr4-1490282/ , https://cdn.citilink.ru/clraj0YtyTZR_PIBwga504CKAoW5YfdhRRDqIFP60A0/fit/400/400/ce/false/plain/items/1490282_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB560
Материнская плата Gigabyte B550 AORUS ELITE V2 ,10640, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b550-aorus-elite-v2-socketam4-amd-b550-atx-1444568/ , https://cdn.citilink.ru/YH0xfe_zS5O8gsUYSrwxcvZ4QTF434SSx0dmpg64Zvw/fit/400/400/ce/false/plain/items/1444568_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK B550 PRO4 ,10700, https://www.citilink.ru/product/materinskaya-plata-asrock-b550-pro4-soc-am4-amd-b550-4xddr4-atx-ac-97-1395302/ , https://cdn.citilink.ru/_l5zCCNud7H6g_m-BIZ2tlT9QAk9Bsl2rW5yYYmkXj4/fit/400/400/ce/false/plain/items/1395302_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS ROG STRIX B460-G GAMING ,10710, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b460-g-gaming-soc-1200-intel-b460-4x-1387917/ , https://cdn.citilink.ru/IwXIrhuKSajiVK9tTSbEmYWCo9rALBC-sueyV42V9oQ/fit/400/400/ce/false/plain/items/1387917_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B460|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB460
Материнская плата Gigabyte B560 HD3 ,10790, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b560-hd3-soc-1200-intel-b560-4xddr4-atx-ac-1535010/ , https://cdn.citilink.ru/kG1D3H3YQMQUpz-bResO9qsnqrpXCE01NYfwvc7cYeg/fit/400/400/ce/false/plain/items/1535010_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 5333 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
Материнская плата MSI B560-A PRO ,10870, https://www.citilink.ru/product/materinskaya-plata-msi-b560-a-pro-soc-1200-intel-b560-4xddr4-atx-ac-97-1647127/ , https://cdn.citilink.ru/y1GiABAdidIKwUQ-cooJft7PT3Jgp89PTKovHFZyLpc/fit/400/400/ce/false/plain/items/1647127_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 2133 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASUS PRIME B550M-A ,10980, https://www.citilink.ru/product/materinskaya-plata-asus-prime-b550m-a-soc-am4-amd-b550-4xddr4-matx-ac-1384325/ , https://cdn.citilink.ru/lwMWpkwV1KV-8Cq2H6_AUpZQvyDSEpjHpVx1jvn-8FI/fit/400/400/ce/false/plain/items/1384325_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,AMDB550
Материнская плата Gigabyte Z590M ,10990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590m-soc-1200-intel-z590-4xddr4-matx-ac-9-1528143/ , https://cdn.citilink.ru/8GGC6jcPPmyT_zmFqy5RDC2b0AjkTYtXelqIy4lumW0/fit/400/400/ce/false/plain/items/1528143_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelZ590
Материнская плата MSI B560M PRO-VDH ,10990, https://www.citilink.ru/product/materinskaya-plata-msi-b560m-pro-vdh-soc-1200-intel-b560-4xddr4-matx-a-1520474/ , https://cdn.citilink.ru/xSyq5md9QuYo2vI9DDnN0wdCkGkg6ZUdaMF7asMxnsk/fit/400/400/ce/false/plain/items/1520474_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASUS TUF GAMING B460M-PLUS (WI-FI) ,11050, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b460m-plus-wi-fi-soc-1200-intel-b46-1401197/ , https://cdn.citilink.ru/4o11oClk68Kx55fQCD_m-o8vfUObfMW5shTzOqgfUdI/fit/400/400/ce/false/plain/items/1401197_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B460|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB460
Материнская плата MSI B550-A PRO ,11130, https://www.citilink.ru/product/materinskaya-plata-msi-b550-a-pro-soc-am4-amd-b550-4xddr4-atx-ac-97-8c-1410227/ , https://cdn.citilink.ru/kzE5dtMwPVQIqdwiZi_T8V_n06GUCibTKimlMheUTIc/fit/400/400/ce/false/plain/items/1410227_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK B560 STEEL LEGEND ,11190, https://www.citilink.ru/product/materinskaya-plata-asrock-b560-steel-legend-soc-1200-intel-b560-4xddr4-1485301/ , https://cdn.citilink.ru/gigYd0yYNVjp2Lyu-h8kh9Uyr33z1LxPvThy-kOwuaI/fit/400/400/ce/false/plain/items/1485301_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
Материнская плата Gigabyte Z590 D ,11490, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-d-soc-1200-intel-z590-4xddr4-atx-ac-9-1520618/ , https://cdn.citilink.ru/My46pxazXGpHFIpuTE1oyqZJCRzH-fKYWwfogCHWmPM/fit/400/400/ce/false/plain/items/1520618_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS PRIME B560-PLUS ,11490, https://www.citilink.ru/product/materinskaya-plata-asus-prime-b560-plus-soc-1200-intel-b560-4xddr4-atx-1495435/ , https://cdn.citilink.ru/DSNUEkjxYE_BMt_kLUE9Am592PD4iiBrWolXwE7dPVU/fit/400/400/ce/false/plain/items/1495435_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASROCK Z590M PHANTOM GAMING 4 ,11490, https://www.citilink.ru/product/materinskaya-plata-asrock-z590m-phantom-gaming-4-soc-1200-intel-z590-4-1495483/ , https://cdn.citilink.ru/-4dYrsKy146r6uG2aieLuWgVUFXgY1xd3uV7ih6ugxg/fit/400/400/ce/false/plain/items/1495483_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS TUF GAMING B560M-E ,11670, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b560m-e-soc-1200-intel-b560-4xddr4-1538716/ , https://cdn.citilink.ru/AbivAROw1eCMu9-SsxkjHzyaBVBPZT4hyz4Py9HezMU/fit/400/400/ce/false/plain/items/1538716_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASUS PRIME H570M-PLUS ,11690, https://www.citilink.ru/product/materinskaya-plata-asus-prime-h570m-plus-soc-1200-intel-h570-4xddr4-ma-1490717/ , https://cdn.citilink.ru/1vR1tg_wLv6QfxBhPOV7aV1PQ_kRXCXBZwigAK31ysk/fit/400/400/ce/false/plain/items/1490717_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel H570|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelH570
Материнская плата ASUS PRIME B550M-A (WI-FI) ,11720, https://www.citilink.ru/product/materinskaya-plata-asus-prime-b550m-a-wi-fi-soc-am4-amd-b550-4xddr4-ma-1384328/ , https://cdn.citilink.ru/1jup2Z5hn7odeu91WojXWXJBu37t1V5dmNe-xWjub_I/fit/400/400/ce/false/plain/items/1384328_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK H570 STEEL LEGEND ,11790, https://www.citilink.ru/product/materinskaya-plata-asrock-h570-steel-legend-soc-1200-intel-h570-4xddr4-1490705/ , https://cdn.citilink.ru/2YAZp9PM-8dZAjzYOTLaH_Qfb2ioqHmseHIWrC1qk7Q/fit/400/400/ce/false/plain/items/1490705_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel H570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelH570
Материнская плата ASUS TUF GAMING B550M-E ,11900, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b550m-e-soc-am4-amd-b550-4xddr4-mat-1538630/ , https://cdn.citilink.ru/CrpZI4PV565M_FKoCgFha9n_AMfgHPX-v0U5WsxBvSk/fit/400/400/ce/false/plain/items/1538630_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASUS PRIME B550-PLUS ,11990, https://www.citilink.ru/product/materinskaya-plata-asus-prime-b550-plus-soc-am4-amd-b550-4xddr4-atx-ac-1387920/ , https://cdn.citilink.ru/4qC1QQjRTSOnOEMiKHCXGkIWk-7qW8ghqhtYPrkaIWI/fit/400/400/ce/false/plain/items/1387920_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
Материнская плата Gigabyte B560M AORUS PRO AX ,11990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-b560m-aorus-pro-ax-soc-1200-intel-b560-4xd-1490285/ , https://cdn.citilink.ru/aQ4CRhShFlewXpJgoeYnq3MXFoFimCKsnHWwINgpiLw/fit/400/400/ce/false/plain/items/1490285_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB560
Материнская плата MSI MAG B460M MORTAR WIFI ,12140, https://www.citilink.ru/product/materinskaya-plata-msi-mag-b460m-mortar-wifi-soc-1200-intel-b460-4xddr-1415450/ , https://cdn.citilink.ru/xbpSsqW9oF5k33PyxL4VodZXnICinwusNoF459FeVpM/fit/400/400/ce/false/plain/items/1415450_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B460|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB460
Материнская плата ASUS TUF GAMING B560M-PLUS ,12250, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b560m-plus-soc-1200-intel-b560-4xdd-1490718/ , https://cdn.citilink.ru/H5qWGcU5fRuntUZoOkL1WuZ60HL2BQ2tPeSmmzzVQDo/fit/400/400/ce/false/plain/items/1490718_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASROCK H570M-ITX/AC ,12370, https://www.citilink.ru/product/materinskaya-plata-asrock-h570m-itx-ac-soc-1200-intel-h570-2xddr4-mini-1548036/ , https://cdn.citilink.ru/7g4H5IRNSr8-Geo7jMx6e7ht1_1uNOMLPAtPFkhadMU/fit/400/400/ce/false/plain/items/1548036_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel H570|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 2|Форм-фактор | mini-ITX|Тип поставки | Ret| ,IntelH570
Материнская плата ASROCK Z590 PHANTOM GAMING 4 ,12590, https://www.citilink.ru/product/materinskaya-plata-asrock-z590-phantom-gaming-4-soc-1200-intel-z590-4x-1490706/ , https://cdn.citilink.ru/-KRqqMuNgrGc4OVzinjxLL2X00r3heFCMMujRqHMCqY/fit/400/400/ce/false/plain/items/1490706_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS TUF GAMING B550M-E WIFI ,12600, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b550m-e-wifi-soc-am4-amd-b550-4xddr-1538713/ , https://cdn.citilink.ru/_hT51553Ao7hbe6Pg_iRnl0QryVYBgSs2DGBW5DzScM/fit/400/400/ce/false/plain/items/1538713_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,AMDB550
Материнская плата ASROCK X570 PHANTOM GAMING 4 ,12950, https://www.citilink.ru/product/materinskaya-plata-asrock-x570-phantom-gaming-4-socketam4-amd-x570-atx-1169423/ , https://cdn.citilink.ru/BpNr8mjVF8ZEy9IiuenlobfRJPdSPejZND91q7hzeY8/fit/400/400/ce/false/plain/items/1169423_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD X570|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDX570
Материнская плата Gigabyte Z590 UD AC ,12990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590-ud-ac-soc-1200-intel-z590-4xddr4-atx-1498885/ , https://cdn.citilink.ru/55qA3QdkrbOu2F1xI6MaQU7ppMb4WCxkH45xOU636MA/fit/400/400/ce/false/plain/items/1498885_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelZ590
Материнская плата Gigabyte Z590M GAMING X ,12990, https://www.citilink.ru/product/materinskaya-plata-gigabyte-z590m-gaming-x-soc-1200-intel-z590-4xddr4-1520468/ , https://cdn.citilink.ru/Q9fzkee84V_iwbpE6Gd0cEfDv9xyFBMhztDAEdYYJvE/fit/400/400/ce/false/plain/items/1520468_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel Z590|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelZ590
Материнская плата ASUS ROG STRIX B460-F GAMING ,12990, https://www.citilink.ru/product/materinskaya-plata-asus-rog-strix-b460-f-gaming-soc-1200-intel-b460-4x-1384233/ , https://cdn.citilink.ru/lnD3jwVf1OppC7gal4lT1GShVO6zqBzrTYYCcuKLMG8/fit/400/400/ce/false/plain/items/1384233_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B460|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelB460
Материнская плата ASUS TUF GAMING B560M-PLUS WIFI ,12990, https://www.citilink.ru/product/materinskaya-plata-asus-tuf-gaming-b560m-plus-wifi-soc-1200-intel-b560-1495443/ , https://cdn.citilink.ru/Mnl31Crg6GIRY7un6DDdcf06Stn0jW9ohoq7LszN7x4/fit/400/400/ce/false/plain/items/1495443_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel B560|Частотная спецификация памяти | 3200 МГц|Слотов памяти DDR4 | 4|Форм-фактор | mATX|Тип поставки | Ret| ,IntelB560
Материнская плата ASUS PRIME H570-PLUS ,13190, https://www.citilink.ru/product/materinskaya-plata-asus-prime-h570-plus-soc-1200-intel-h570-4xddr4-atx-1490720/ , https://cdn.citilink.ru/MJC9TsXTtIvzg8mlQkgNL5o3DGEtwERpWRf_MDwsAtk/fit/400/400/ce/false/plain/items/1490720_v01_m.jpg , Гнездо процессора | LGA 1200|Чипсет | Intel H570|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,IntelH570
Материнская плата MSI MAG B550 TOMAHAWK ,13250, https://www.citilink.ru/product/materinskaya-plata-msi-mag-b550-tomahawk-soc-am4-amd-b550-4xddr4-atx-a-1407248/ , https://cdn.citilink.ru/u8LpFEjEpKxJizNjzxcndjiRmhjkYvlUd4hai4DvkyU/fit/400/400/ce/false/plain/items/1407248_v01_m.jpg , Гнездо процессора | SocketAM4|Чипсет | AMD B550|Поддержка SLI/CrossFire | CrossFire|Частотная спецификация памяти | 2933 МГц|Слотов памяти DDR4 | 4|Форм-фактор | ATX|Тип поставки | Ret| ,AMDB550
